external_id;canonical_name;label_en;label_ru;platforms;aliases;external_url
Q124454770;Lost Hellden;Lost Hellden;;PlayStation 5 | PlayStation 4;Lost Hellden;https://www.wikidata.org/wiki/Q124454770
Q122825785;Lost In Fantaland;Lost In Fantaland;;PlayStation 5 | PlayStation 4;Lost In Fantaland;https://www.wikidata.org/wiki/Q122825785
Q107631486;Lost in Random;Lost in Random;Lost in Random;PlayStation 5 | PlayStation 4;Lost in Random;https://www.wikidata.org/wiki/Q107631486
Q129573069;Lost in Random: The Eternal Die;Lost in Random: The Eternal Die;;PlayStation 5;Lost in Random: The Eternal Die | Lost in Random;https://www.wikidata.org/wiki/Q129573069
Q106764284;Lost Judgment;Lost Judgment;Lost Judgment;PlayStation 5 | PlayStation 4;Lost Judgment;https://www.wikidata.org/wiki/Q106764284
Q130210583;Lost Judgment: The Kaito Files;Lost Judgment: The Kaito Files;;PlayStation 5 | PlayStation 4;Lost Judgment: The Kaito Files | Lost Judgment;https://www.wikidata.org/wiki/Q130210583
Q124067618;LOST ORBIT;LOST ORBIT;;PlayStation 4;LOST ORBIT;https://www.wikidata.org/wiki/Q124067618
Q123699056;Lost Records: Bloom & Rage;Lost Records: Bloom & Rage;Lost Records: Bloom & Rage;PlayStation 5;Lost Records: Bloom & Rage | Lost Records;https://www.wikidata.org/wiki/Q123699056
Q112996242;Lost Ruins;Lost Ruins;Lost Ruins;PlayStation 4;Lost Ruins;https://www.wikidata.org/wiki/Q112996242
Q66485963;Lost Sea;Lost Sea;;PlayStation 4;Lost Sea;https://www.wikidata.org/wiki/Q66485963
Q132731728;Lost Skies;Lost Skies;;PlayStation 5;Lost Skies;https://www.wikidata.org/wiki/Q132731728
Q56554018;Lost Soul Aside;Lost Soul Aside;Lost Soul Aside;PlayStation 5;Lost Soul Aside;https://www.wikidata.org/wiki/Q56554018
Q30935234;Lost Sphear;Lost Sphear;Lost Sphear;PlayStation 4;Lost Sphear;https://www.wikidata.org/wiki/Q30935234
Q90008611;Lost Words: Beyond the Page;Lost Words: Beyond the Page;Lost Words: Beyond the Page;PlayStation 4;Lost Words: Beyond the Page | Lost Words;https://www.wikidata.org/wiki/Q90008611
Q135019378;Lou's Lagoon;Lou's Lagoon;;PlayStation 5;Lou's Lagoon;https://www.wikidata.org/wiki/Q135019378
Q104898464;LOUD on Planet X;LOUD on Planet X;;PlayStation 4;LOUD on Planet X;https://www.wikidata.org/wiki/Q104898464
Q60990334;Love Clear;Love Clear;Love Clear;PlayStation 4;Love Clear;https://www.wikidata.org/wiki/Q60990334
Q126485821;Love Eternal;Love Eternal;;PlayStation 5 | PlayStation 4;Love Eternal;https://www.wikidata.org/wiki/Q126485821
Q104900632;Love Live! School Idol Festival: After School Activity Wai-Wai! Home Meeting!!;Love Live! School Idol Festival: After School Activity Wai-Wai! Home Meeting!!;Love Live! School Idol Festival: After School Activity Wai-Wai! Home Meeting!!;PlayStation 4;Love Live! School Idol Festival: After School Activity Wai-Wai! Home Meeting!! | SIFAC HM | Love Live! School Idol Festival;https://www.wikidata.org/wiki/Q104900632
Q24866831;Love Revenge;Love Revenge;;PlayStation 4;Love Revenge | Renai Revenge;https://www.wikidata.org/wiki/Q24866831
Q122385597;LoveChoice;LoveChoice;LoveChoice;PlayStation 5;LoveChoice;https://www.wikidata.org/wiki/Q122385597
Q111420806;Lovecraft's Untold Stories;Lovecraft's Untold Stories;;PlayStation 4;Lovecraft's Untold Stories;https://www.wikidata.org/wiki/Q111420806
Q29962075;Lovely Planet;Lovely Planet;Lovely Planet;PlayStation 4;Lovely Planet;https://www.wikidata.org/wiki/Q29962075
Q60989108;LoveR;LoveR;LoveR;PlayStation 4;LoveR | Lover R;https://www.wikidata.org/wiki/Q60989108
Q17264543;Lovers in a Dangerous Spacetime;Lovers in a Dangerous Spacetime;Lovers in a Dangerous Spacetime;PlayStation 4;Lovers in a Dangerous Spacetime;https://www.wikidata.org/wiki/Q17264543
Q130531606;Lovish;Lovish;;PlayStation 5 | PlayStation 4;Lovish;https://www.wikidata.org/wiki/Q130531606
Q124050101;Low Story;Low Story;;PlayStation 4;Low Story;https://www.wikidata.org/wiki/Q124050101
Q135023374;LUCID;LUCID;;PlayStation 5 | PlayStation 4;LUCID;https://www.wikidata.org/wiki/Q135023374
Q109450423;Lucid Cycle;Lucid Cycle;;PlayStation 5 | PlayStation 4;Lucid Cycle;https://www.wikidata.org/wiki/Q109450423
Q122265723;Lucky Slots;Lucky Slots;;PlayStation 4;Lucky Slots;https://www.wikidata.org/wiki/Q122265723
Q137601748;Lumber Tycoon 2;Lumber Tycoon 2;;PlayStation 5 | PlayStation 4;Lumber Tycoon 2 | LT2;https://www.wikidata.org/wiki/Q137601748
Q111974066;Lumberjack's Dynasty;Lumberjack's Dynasty;Lumberjack's Dynasty;PlayStation 4;Lumberjack's Dynasty;https://www.wikidata.org/wiki/Q111974066
Q134710835;Lumines Arise;Lumines Arise;;PlayStation 5;Lumines Arise;https://www.wikidata.org/wiki/Q134710835
Q104819436;Lumines Remastered;Lumines Remastered;;PlayStation 4;Lumines Remastered;https://www.wikidata.org/wiki/Q104819436
Q42317432;Lumo;Lumo;;PlayStation 4;Lumo;https://www.wikidata.org/wiki/Q42317432
Q135056394;Lumo 2;Lumo 2;;PlayStation 5;Lumo 2;https://www.wikidata.org/wiki/Q135056394
Q111821177;Lumote: The Mastermote Chronicles;Lumote: The Mastermote Chronicles;Lumote: The Mastermote Chronicles;PlayStation 4;Lumote: The Mastermote Chronicles | Lumote;https://www.wikidata.org/wiki/Q111821177
Q119085765;Luna;Luna;;PlayStation 4;Luna;https://www.wikidata.org/wiki/Q119085765
Q135021775;Luna Abyss;Luna Abyss;;PlayStation 5;Luna Abyss;https://www.wikidata.org/wiki/Q135021775
Q130360705;Lunar Remastered Collection;Lunar Remastered Collection;;PlayStation 5 | PlayStation 4;Lunar Remastered Collection;https://www.wikidata.org/wiki/Q130360705
Q135920881;Lunar Strike;Lunar Strike;;PlayStation 5;Lunar Strike;https://www.wikidata.org/wiki/Q135920881
Q122355898;Lunch A Palooza;Lunch A Palooza;;PlayStation 4;Lunch A Palooza;https://www.wikidata.org/wiki/Q122355898
Q124067667;Lunch Truck Tycoon 2;Lunch Truck Tycoon 2;;PlayStation 4;Lunch Truck Tycoon 2;https://www.wikidata.org/wiki/Q124067667
Q120462726;Lushfoil Photography Sim;Lushfoil Photography Sim;;PlayStation 5;Lushfoil Photography Sim | LPS;https://www.wikidata.org/wiki/Q120462726
Q129439471;Lynked: Banner of the Spark;Lynked: Banner of the Spark;;PlayStation 5;Lynked: Banner of the Spark | Lynked;https://www.wikidata.org/wiki/Q129439471
Q111523943;M.A.C.E. Tower Defense;M.A.C.E. Tower Defense;;PlayStation 4;M.A.C.E. Tower Defense;https://www.wikidata.org/wiki/Q111523943
Q134484537;M3: The Dark Metal: Mission Memento Mori;M3: The Dark Metal: Mission Memento Mori;;PlayStation 4;M3: The Dark Metal: Mission Memento Mori | M3: Sono Kuroki Hagane /// Mission Memento Mori;https://www.wikidata.org/wiki/Q134484537
Q856950;Machinarium;Machinarium;Machinarium;PlayStation 4;Machinarium | Машинариум;https://www.wikidata.org/wiki/Q856950
Q122384452;Macrotis: A Mother's Journey;Macrotis: A Mother's Journey;;PlayStation 4;Macrotis: A Mother's Journey | A Mother's Journey | Macrotis;https://www.wikidata.org/wiki/Q122384452
Q68207241;Mad Games Tycoon;Mad Games Tycoon;;PlayStation 4;Mad Games Tycoon;https://www.wikidata.org/wiki/Q68207241
Q102173830;Mad Rat Dead;Mad Rat Dead;Mad Rat Dead;PlayStation 4;Mad Rat Dead;https://www.wikidata.org/wiki/Q102173830
Q86595150;Mad Tower Tycoon;Mad Tower Tycoon;;PlayStation 4;Mad Tower Tycoon;https://www.wikidata.org/wiki/Q86595150
Q17018097;Madden NFL 15;Madden NFL 15;Madden NFL 15;PlayStation 4;Madden NFL 15 | Madden NFL 2015;https://www.wikidata.org/wiki/Q17018097
Q19864498;Madden NFL 16;Madden NFL 16;Madden NFL 16;PlayStation 4;Madden NFL 16 | Madden NFL 2016;https://www.wikidata.org/wiki/Q19864498
Q23762935;Madden NFL 17;Madden NFL 17;Madden NFL 17;PlayStation 4;Madden NFL 17 | Madden NFL 2017;https://www.wikidata.org/wiki/Q23762935
Q30026815;Madden NFL 18;Madden NFL 18;Madden NFL 18;PlayStation 4;Madden NFL 18 | Madden NFL 2018;https://www.wikidata.org/wiki/Q30026815
Q63494531;Madden NFL 20;Madden NFL 20;;PlayStation 4;Madden NFL 20 | Madden NFL 2020;https://www.wikidata.org/wiki/Q63494531
Q96240062;Madden NFL 21;Madden NFL 21;Madden NFL 21;PlayStation 5 | PlayStation 4;Madden NFL 21 | Madden NFL 2021;https://www.wikidata.org/wiki/Q96240062
Q107285111;Madden NFL 22;Madden NFL 22;Madden NFL 22;PlayStation 5 | PlayStation 4;Madden NFL 22 | Madden NFL 2022;https://www.wikidata.org/wiki/Q107285111
Q107285129;Madden NFL 23;Madden NFL 23;Madden NFL 23;PlayStation 5 | PlayStation 4;Madden NFL 23 | Madden NFL 2023;https://www.wikidata.org/wiki/Q107285129
Q119238637;Madden NFL 24;Madden NFL 24;;PlayStation 5 | PlayStation 4;Madden NFL 24 | Madden NFL 2024;https://www.wikidata.org/wiki/Q119238637
Q126520015;Madden NFL 25;Madden NFL 25;;PlayStation 5 | PlayStation 4;Madden NFL 25 | EA Sports Madden NFL 2025 | EA Sports Madden NFL 25 | Madden NFL 2025;https://www.wikidata.org/wiki/Q126520015
Q16267651;Madden NFL 25;Madden NFL 25;Madden NFL 25;PlayStation 4;Madden NFL 25 | Madden NFL 14 | Madden NFL 2014;https://www.wikidata.org/wiki/Q16267651
Q113668551;Made in Abyss: Binary Star Falling into Darkness;Made in Abyss: Binary Star Falling into Darkness;Made in Abyss: Binary Star Falling into Darkness;PlayStation 4;Made in Abyss: Binary Star Falling into Darkness | Made in Abyss: Yami o Mezashita Rensei | Made in Abyss;https://www.wikidata.org/wiki/Q113668551
Q109617452;Madison;Madison;Madison;PlayStation 5 | PlayStation 4;Madison;https://www.wikidata.org/wiki/Q109617452
Q122948317;Mado Monogatari: Fia and the Wondrous Academy;Mado Monogatari: Fia and the Wondrous Academy;Madō Monogatari 4;PlayStation 5 | PlayStation 4;Mado Monogatari: Fia and the Wondrous Academy | Madō Monogatari 4 | Mado Monogatari 4 | Mado Monogatari: Fia and the Mysterious School | Madō Monogatari: Fia and the Mysterious School | Madou Monogatari 4 | Madou Monogatari: Fia and the Mysterious School | Mado Monogatari;https://www.wikidata.org/wiki/Q122948317
Q21526531;Mafia;Mafia;Mafia;PlayStation 4;Mafia;https://www.wikidata.org/wiki/Q21526531
Q99590361;Mafia II: Definitive Edition;Mafia II: Definitive Edition;;PlayStation 4;Mafia II: Definitive Edition | Mafia 2: Definitive Edition | Mafia II;https://www.wikidata.org/wiki/Q99590361
Q20737889;Mafia III;Mafia III;;PlayStation 4;Mafia III | Mafia 3;https://www.wikidata.org/wiki/Q20737889
Q99592685;Mafia III: Definitive Edition;Mafia III: Definitive Edition;Mafia III: Definitive Edition;PlayStation 4;Mafia III: Definitive Edition | Mafia III;https://www.wikidata.org/wiki/Q99592685
Q94628102;Mafia: Definitive Edition;Mafia: Definitive Edition;;PlayStation 4;Mafia: Definitive Edition | Mafia;https://www.wikidata.org/wiki/Q94628102
Q97096253;Mafia: Trilogy;Mafia: Trilogy;;PlayStation 4;Mafia: Trilogy | Mafia;https://www.wikidata.org/wiki/Q97096253
Q122376258;Magazine Mogul;Magazine Mogul;Magazine Mogul;PlayStation 4;Magazine Mogul;https://www.wikidata.org/wiki/Q122376258
Q114661345;Mage and Monsters;Mage and Monsters;;PlayStation 4;Mage and Monsters;https://www.wikidata.org/wiki/Q114661345
Q111107361;Mages and Treasures;Mages and Treasures;;PlayStation 5;Mages and Treasures;https://www.wikidata.org/wiki/Q111107361
Q30325242;Mages of Mystralia;Mages of Mystralia;Mages of Mystralia;PlayStation 4;Mages of Mystralia;https://www.wikidata.org/wiki/Q30325242
Q66466795;Magi Trials;Magi Trials;;PlayStation 5;Magi Trials | Highschool Romance: Magi Trials;https://www.wikidata.org/wiki/Q66466795
Q122308751;Magic Exposure – Yuri Visual Novel;Magic Exposure – Yuri Visual Novel;;PlayStation 4;Magic Exposure – Yuri Visual Novel | Magic Exposure;https://www.wikidata.org/wiki/Q122308751
Q100166325;Magic: Legends;Magic: Legends;;PlayStation 4;Magic: Legends | Magic;https://www.wikidata.org/wiki/Q100166325
Q126075034;Magical Bakery;Magical Bakery;Magical Bakery;PlayStation 5;Magical Bakery;https://www.wikidata.org/wiki/Q126075034
Q126364574;Magical Delicacy;Magical Delicacy;;PlayStation 5 | PlayStation 4;Magical Delicacy;https://www.wikidata.org/wiki/Q126364574
Q17183734;Magicka 2;Magicka 2;Magicka 2;PlayStation 4;Magicka 2;https://www.wikidata.org/wiki/Q17183734
Q135080992;Magin: The Rat Project Stories;Magin: The Rat Project Stories;;PlayStation 5;Magin: The Rat Project Stories | Magin;https://www.wikidata.org/wiki/Q135080992
Q6147940;MagMax;MagMax;MagMax;PlayStation 4;MagMax | Mag Max;https://www.wikidata.org/wiki/Q6147940
Q124067752;Mahluk:Dark Demon;Mahluk:Dark Demon;;PlayStation 4;Mahluk:Dark Demon | Mahluk;https://www.wikidata.org/wiki/Q124067752
Q100568367;Maid of Sker;Maid of Sker;Maid of Sker;PlayStation 5 | PlayStation 4;Maid of Sker;https://www.wikidata.org/wiki/Q100568367
Q122312721;Mail Mole;Mail Mole;Mail Mole + 'Xpress Deliveries;PlayStation 4;Mail Mole | Mail Mole + 'Xpress Deliveries;https://www.wikidata.org/wiki/Q122312721
Q109064365;Mainframe Defenders;Mainframe Defenders;Mainframe Defenders;PlayStation 4;Mainframe Defenders;https://www.wikidata.org/wiki/Q109064365
Q30927302;Maitetsu;Maitetsu;Maitetsu;PlayStation 4;Maitetsu | Maitetsu:Pure Station;https://www.wikidata.org/wiki/Q30927302
Q135274683;Majogami;Majogami;;PlayStation 5;Majogami | Majogami: The Witch of Luludidea;https://www.wikidata.org/wiki/Q135274683
Q124050342;Make Way;Make Way;;PlayStation 5;Make Way;https://www.wikidata.org/wiki/Q124050342
Q48938028;Making Lovers;Making Lovers;Making Lovers;PlayStation 4;Making Lovers;https://www.wikidata.org/wiki/Q48938028
Q5990499;Maldita Castilla;Maldita Castilla;Maldita Castilla;PlayStation 4;Maldita Castilla;https://www.wikidata.org/wiki/Q5990499
Q36373859;Malicious Fallen;Malicious Fallen;;PlayStation 4;Malicious Fallen;https://www.wikidata.org/wiki/Q36373859
Q138744577;Mamon King;Mamon King;;PlayStation 5;Mamon King;https://www.wikidata.org/wiki/Q138744577
Q134390322;Mamorukun ReCurse!;Mamorukun ReCurse!;;PlayStation 5 | PlayStation 4;Mamorukun ReCurse!;https://www.wikidata.org/wiki/Q134390322
Q139691488;Manairons;Manairons;;PlayStation 5;Manairons;https://www.wikidata.org/wiki/Q139691488
Q125200628;Mandragora;Mandragora;;PlayStation 5;Mandragora | Mandragora: Whispers of the Witch Tree;https://www.wikidata.org/wiki/Q125200628
Q62393478;Maneater;Maneater;Maneater;PlayStation 5 | PlayStation 4;Maneater;https://www.wikidata.org/wiki/Q62393478
Q853344;Manhunt;Manhunt;Manhunt;PlayStation 4;Manhunt | Охота на человека;https://www.wikidata.org/wiki/Q853344
Q124067785;Manifest 99;Manifest 99;;PlayStation 4;Manifest 99;https://www.wikidata.org/wiki/Q124067785
Q51756888;Manifold Garden;Manifold Garden;Manifold Garden;PlayStation 5 | PlayStation 4;Manifold Garden;https://www.wikidata.org/wiki/Q51756888
Q29907197;Mantis Burn Racing;Mantis Burn Racing;;PlayStation 4;Mantis Burn Racing;https://www.wikidata.org/wiki/Q29907197
Q27536808;Manual Samuel;Manual Samuel;Manual Samuel;PlayStation 4;Manual Samuel;https://www.wikidata.org/wiki/Q27536808
Q122373628;Many Faces;Many Faces;;PlayStation 5;Many Faces;https://www.wikidata.org/wiki/Q122373628
Q97621949;Maquette;Maquette;Maquette;PlayStation 5 | PlayStation 4;Maquette;https://www.wikidata.org/wiki/Q97621949
Q118645622;Marathon (игра, 2026);;;PlayStation 5;Marathon (игра, 2026) | Marathon;https://www.wikidata.org/wiki/Q118645622
Q105709848;Marble It Up!;Marble It Up!;Marble It Up!;PlayStation 4;Marble It Up!;https://www.wikidata.org/wiki/Q105709848
Q122271362;March to a Million;March to a Million;March to a Million;PlayStation 4;March to a Million;https://www.wikidata.org/wiki/Q122271362
Q122363941;Marenian Tavern Story: Patty and the Hungry God;Marenian Tavern Story: Patty and the Hungry God;;PlayStation 4;Marenian Tavern Story: Patty and the Hungry God | Marenian Tavern Story;https://www.wikidata.org/wiki/Q122363941
Q112154181;Marfusha;Marfusha;Marfusha;PlayStation 5 | PlayStation 4;Marfusha | Sentinel Girls Marfusha;https://www.wikidata.org/wiki/Q112154181
Q89694949;Maria the Witch;Maria the Witch;;PlayStation 4;Maria the Witch;https://www.wikidata.org/wiki/Q89694949
Q123914778;Mariachi Legends;Mariachi Legends;;PlayStation 5;Mariachi Legends;https://www.wikidata.org/wiki/Q123914778
Q105552962;Mario Golf: Super Rush;Mario Golf: Super Rush;Mario Golf: Super Rush;PlayStation 5 | PlayStation 4;Mario Golf: Super Rush | Mario Golf;https://www.wikidata.org/wiki/Q105552962
Q27890257;Mark McMorris Infinite Air;Mark McMorris Infinite Air;;PlayStation 4;Mark McMorris Infinite Air | Infinite Air with Mark McMorris;https://www.wikidata.org/wiki/Q27890257
Q124067812;Marooners;Marooners;;PlayStation 4;Marooners;https://www.wikidata.org/wiki/Q124067812
Q122821459;Mars 2120;Mars 2120;MARS 2120;PlayStation 5 | PlayStation 4;Mars 2120;https://www.wikidata.org/wiki/Q122821459
Q102638021;Mars Horizon;Mars Horizon;;PlayStation 4;Mars Horizon;https://www.wikidata.org/wiki/Q102638021
Q114736722;Marsupilami: Hoobadventure;Marsupilami: Hoobadventure;;PlayStation 4;Marsupilami: Hoobadventure | Marsupilami;https://www.wikidata.org/wiki/Q114736722
Q102326024;Martha Is Dead;Martha Is Dead;Martha Is Dead;PlayStation 5 | PlayStation 4;Martha Is Dead | MID;https://www.wikidata.org/wiki/Q102326024
Q122384079;Martian Panic;Martian Panic;;PlayStation 4;Martian Panic;https://www.wikidata.org/wiki/Q122384079
Q133567714;Marvel Cosmic Invasion;Marvel Cosmic Invasion;;PlayStation 5 | PlayStation 4;Marvel Cosmic Invasion;https://www.wikidata.org/wiki/Q133567714
Q125175413;Marvel Rivals;Marvel Rivals;;PlayStation 5;Marvel Rivals;https://www.wikidata.org/wiki/Q125175413
Q68104739;Marvel Ultimate Alliance;Marvel Ultimate Alliance;Marvel Ultimate Alliance;PlayStation 4;Marvel Ultimate Alliance;https://www.wikidata.org/wiki/Q68104739
Q2604486;Marvel vs. Capcom;Marvel vs. Capcom;;PlayStation 4;Marvel vs. Capcom | Marvel versus Capcom;https://www.wikidata.org/wiki/Q2604486
Q126723314;Marvel vs. Capcom Fighting Collection: Arcade Classics;Marvel vs. Capcom Fighting Collection: Arcade Classics;Marvel vs. Capcom Fighting Collection: Arcade Classics;PlayStation 4;Marvel vs. Capcom Fighting Collection: Arcade Classics | Marvel vs Capcom Fighting Collection | MVCFC;https://www.wikidata.org/wiki/Q126723314
Q27971937;Marvel vs. Capcom: Infinite;Marvel vs. Capcom: Infinite;Marvel vs. Capcom: Infinite;PlayStation 4;Marvel vs. Capcom: Infinite | MvCI | Marvel vs. Capcom;https://www.wikidata.org/wiki/Q27971937
Q108479502;Marvel Человек-паук 2;;;PlayStation 5;Marvel Человек-паук 2 | Marvel’s Spider-Man 2 | Человек-паук 2;https://www.wikidata.org/wiki/Q108479502
Q2337304;Marvel: Ultimate Alliance;Marvel: Ultimate Alliance;Marvel: Ultimate Alliance;PlayStation 4;Marvel: Ultimate Alliance | Marvel;https://www.wikidata.org/wiki/Q2337304
Q2627580;Marvel: Ultimate Alliance 2;Marvel: Ultimate Alliance 2;Marvel: Ultimate Alliance 2;PlayStation 4;Marvel: Ultimate Alliance 2 | Marvel;https://www.wikidata.org/wiki/Q2627580
Q108479474;Marvel’s Wolverine;;;PlayStation 5;Marvel’s Wolverine;https://www.wikidata.org/wiki/Q108479474
Q111944706;Mary Skelter Finale;Mary Skelter Finale;;PlayStation 4;Mary Skelter Finale;https://www.wikidata.org/wiki/Q111944706
Q134604067;Maseylia: Echoes of the Past;Maseylia: Echoes of the Past;;PlayStation 5;Maseylia: Echoes of the Past | Maseylia;https://www.wikidata.org/wiki/Q134604067
Q116466730;Mask of Mists;Mask of Mists;;PlayStation 5;Mask of Mists;https://www.wikidata.org/wiki/Q116466730
Q52020723;Masquerada: Songs and Shadows;Masquerada: Songs and Shadows;;PlayStation 4;Masquerada: Songs and Shadows | Masquerada;https://www.wikidata.org/wiki/Q52020723
Q275960;Mass Effect;Mass Effect;Mass Effect;PlayStation 4;Mass Effect;https://www.wikidata.org/wiki/Q275960
Q953242;Mass Effect;Mass Effect;Mass Effect;PlayStation 4;Mass Effect;https://www.wikidata.org/wiki/Q953242
Q101246186;Mass Effect Legendary Edition;Mass Effect Legendary Edition;Mass Effect Legendary Edition;PlayStation 4;Mass Effect Legendary Edition;https://www.wikidata.org/wiki/Q101246186
Q20113552;Mass Effect: Andromeda;Mass Effect: Andromeda;Mass Effect: Andromeda;PlayStation 4;Mass Effect: Andromeda | Mass Effect;https://www.wikidata.org/wiki/Q20113552
Q127432638;Master Detective Archives: Rain Code +;Master Detective Archives: Rain Code +;Master Detective Archives: Rain Code +;PlayStation 5;Master Detective Archives: Rain Code + | Master Detective Archives;https://www.wikidata.org/wiki/Q127432638
Q133514453;Master of Monsters SSB;Master of Monsters SSB;;PlayStation 5 | PlayStation 4;Master of Monsters SSB;https://www.wikidata.org/wiki/Q133514453
Q3297871;Master of Weapon;Master of Weapon;Master of Weapon;PlayStation 4;Master of Weapon | YUKIWO;https://www.wikidata.org/wiki/Q3297871
Q104876735;Masters of Anima;Masters of Anima;;PlayStation 4;Masters of Anima;https://www.wikidata.org/wiki/Q104876735
Q109809143;Mastho is Together;Mastho is Together;;PlayStation 5 | PlayStation 4;Mastho is Together;https://www.wikidata.org/wiki/Q109809143
Q3851682;Mat Mania – The Prowrestling Network;Mat Mania – The Prowrestling Network;Mat Mania – The Prowrestling Network;PlayStation 4;Mat Mania – The Prowrestling Network | Mat Mania;https://www.wikidata.org/wiki/Q3851682
Q121297922;Match Masters;Match Masters;;PlayStation 4;Match Masters;https://www.wikidata.org/wiki/Q121297922
Q118698061;Matcho;Matcho;Matcho;PlayStation 5;Matcho;https://www.wikidata.org/wiki/Q118698061
Q113952338;Matchpoint: Tennis Championships;Matchpoint: Tennis Championships;Matchpoint: Tennis Championships;PlayStation 5 | PlayStation 4;Matchpoint: Tennis Championships | Matchpoint;https://www.wikidata.org/wiki/Q113952338
Q115950351;Mato Anomalies;Mato Anomalies;Mato Anomalies;PlayStation 5 | PlayStation 4;Mato Anomalies;https://www.wikidata.org/wiki/Q115950351
Q30250576;Matterfall;Matterfall;;PlayStation 4;Matterfall;https://www.wikidata.org/wiki/Q30250576
Q13558831;Max: The Curse of Brotherhood;Max: The Curse of Brotherhood;Max: The Curse of Brotherhood;PlayStation 4;Max: The Curse of Brotherhood;https://www.wikidata.org/wiki/Q13558831
Q116909064;Maximum Football;Maximum Football;;PlayStation 5 | PlayStation 4;Maximum Football | MF | Maximum Football 2023 | Maximum Football 23 | MF 2023 | MF2023 | MF23;https://www.wikidata.org/wiki/Q116909064
Q98142981;Maximum Football 2018;Maximum Football 2018;;PlayStation 4;Maximum Football 2018;https://www.wikidata.org/wiki/Q98142981
Q96240456;Maximum Football 2019;Maximum Football 2019;;PlayStation 4;Maximum Football 2019 | Doug Flutie's Maximum Football 2019;https://www.wikidata.org/wiki/Q96240456
Q104054430;Maximum Football 2020;Maximum Football 2020;;PlayStation 4;Maximum Football 2020;https://www.wikidata.org/wiki/Q104054430
Q114945933;Mayhem Brawler;Mayhem Brawler;;PlayStation 4;Mayhem Brawler;https://www.wikidata.org/wiki/Q114945933
Q111974065;Mayhem in Single Valley;Mayhem in Single Valley;;PlayStation 4;Mayhem in Single Valley;https://www.wikidata.org/wiki/Q111974065
Q122341426;Maze: Pedestal of Trials;Maze: Pedestal of Trials;;PlayStation 4;Maze: Pedestal of Trials | Maze;https://www.wikidata.org/wiki/Q122341426
Q131305127;Mazinger Z;Mazinger Z;;PlayStation 4;Mazinger Z;https://www.wikidata.org/wiki/Q131305127
Q6801025;McDroid;McDroid;;PlayStation 4;McDroid;https://www.wikidata.org/wiki/Q6801025
Q111597771;McPixel 3;McPixel 3;;PlayStation 4;McPixel 3;https://www.wikidata.org/wiki/Q111597771
Q117259491;Mech Armada;Mech Armada;;PlayStation 4;Mech Armada;https://www.wikidata.org/wiki/Q117259491
Q123699797;Mecha Break;Mecha Break;;PlayStation 5;Mecha Break;https://www.wikidata.org/wiki/Q123699797
Q106355183;Mecho Tales;Mecho Tales;;PlayStation 4;Mecho Tales;https://www.wikidata.org/wiki/Q106355183
Q106355345;Mecho Wars: Desert Ashes;Mecho Wars: Desert Ashes;;PlayStation 4;Mecho Wars: Desert Ashes | Mecho Wars;https://www.wikidata.org/wiki/Q106355345
Q65243046;Mechstermination Force;Mechstermination Force;Mechstermination Force;PlayStation 4;Mechstermination Force;https://www.wikidata.org/wiki/Q65243046
Q126477315;MechWarrior 5: Clans;MechWarrior 5: Clans;;PlayStation 5;MechWarrior 5: Clans | MechWarrior 5;https://www.wikidata.org/wiki/Q126477315
Q60793934;MechWarrior 5: Mercenaries;MechWarrior 5: Mercenaries;MechWarrior 5: Mercenaries;PlayStation 5 | PlayStation 4;MechWarrior 5: Mercenaries | MechWarrior 5;https://www.wikidata.org/wiki/Q60793934
Q137754736;MEDIEVAL;MEDIEVAL;;PlayStation 5;MEDIEVAL;https://www.wikidata.org/wiki/Q137754736
Q99710515;Medieval Dynasty;Medieval Dynasty;;PlayStation 5;Medieval Dynasty;https://www.wikidata.org/wiki/Q99710515
Q60099491;MediEvil;MediEvil;MediEvil;PlayStation 4;MediEvil;https://www.wikidata.org/wiki/Q60099491
Q6805358;MediEvil;MediEvil;MediEvil;PlayStation 4;MediEvil;https://www.wikidata.org/wiki/Q6805358
Q942390;MediEvil;MediEvil;MediEvil;PlayStation 4;MediEvil;https://www.wikidata.org/wiki/Q942390
Q2721683;MediEvil: Resurrection;MediEvil: Resurrection;MediEvil: Resurrection;PlayStation 5 | PlayStation 4;MediEvil: Resurrection | MediEvil;https://www.wikidata.org/wiki/Q2721683
Q122372574;Mediterranea Inferno;Mediterranea Inferno;Mediterranea Inferno;PlayStation 5 | PlayStation 4;Mediterranea Inferno;https://www.wikidata.org/wiki/Q122372574
Q115641844;Meet Your Maker;Meet Your Maker;Meet Your Maker;PlayStation 5 | PlayStation 4;Meet Your Maker | MYM;https://www.wikidata.org/wiki/Q115641844
Q18215935;Mega Mall Story;Mega Mall Story;Mega Mall Story;PlayStation 4;Mega Mall Story;https://www.wikidata.org/wiki/Q18215935
Q116762357;Mega Mall Story 2;Mega Mall Story 2;Mega Mall Story 2;PlayStation 4;Mega Mall Story 2;https://www.wikidata.org/wiki/Q116762357
Q7565689;Mega Man;Mega Man;Mega Man;PlayStation 4;Mega Man | Rockman | Megaman;https://www.wikidata.org/wiki/Q7565689
Q116784268;Mega Man Battle Network Legacy Collection;Mega Man Battle Network Legacy Collection;Mega Man Battle Network Legacy Collection;PlayStation 4;Mega Man Battle Network Legacy Collection;https://www.wikidata.org/wiki/Q116784268
